courseCode,courseName,courseDesc,preReqs,FYS,SOPH,DIAP,WRIT,CBLR,COEX
ECON 2050,Microeconomics I,Decision theory: consumer's and producer's theory; general competitive equilibrium and welfare economics: the Arrow-Debreu-McKenzie model; social choice and implementation.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2070,Macroeconomics I,"Consumption and saving, under both certainty and uncertainty; theory of economic growth; real business cycles; investment; and asset pricing.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2180,Game Theory,"Non-cooperative games, dominance, Nash equilibrium, refinements. Cooperative games, core, bargaining set, equilibrium in normal form games. Implementation. Repeated games.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2260,Political Economy I,"This first course in political economy provides theoretical and empirical coverage of the application of economic analysis to political behavior and institutions. This course is designed for students wishing to specialize in political economy but may also be useful for students specializing in related areas, such as development economics and macroeconomics. After starting with a basic overview of candidates and voters, we then turn to specific topics in the areas of electoral systems, legislatures and legislative bargaining, the role of the media, local public finance, and fiscal federalism.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2310,Labor Economics,"This course teaches core topics in labor economics including labor supply, labor demand, simple search models, and a series of additional selected topics. The primary focus will be on linking theoretical models to tests in the empirical literature. We will typically cover papers and topics in detail, rather than survey the literature. When required, we also cover tools in applied econometrics.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2470,Industrial Organization,"The focus of this course will be on empirical models for understanding the interactions between firms and consumers in imperfectly competitive markets. Lectures and problem sets will teach canonical models and methods; class discussion will focus on applications of these methods, especially applications outside of traditional areas of industrial organization. Students who take this class will be prepared to conduct research in industrial organization or to ""export"" methods from industrial organization to other areas of applied microeconomics.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2485,Public Economics I,"This course covers core issues in the design of optimal government policies, and the empirical analysis of those policies in the world. In addition, this course will familiarize students with the basic empirical methods and theoretical models in applied microeconomics. Emphasis is placed on connecting theory to data to inform economic policy. Specific topics include efficiency costs and incidence of taxation, income and corporate taxation, optimal tax theory, tax expenditures and tax-based transfer programs, welfare analysis in behavioral models, and social security and retirement policy.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2520,Economic Development II,"This course deals with the economic analysis of institutions, with a particular focus on community-based institutions in developing countries. Institutions covered in this course includes cooperatives, ROSCAS, networks, marriage and the family.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2630,Econometric Theory,"Standard and generalized linear models, simultaneous equations, maximum likelihood, Bayesian inference, panel data, nonlinear models, asymptotic theory, discrete choice, and limited dependent variable models.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2800,Macroeconomic Slack,"This course will cover research topics related to macroeconomic slack, both on the labor market (unemployment) and on the product market (idleness). It will address the following questions:
• Why does slack exist at the macroeconomic level?
• Why does slack vary over time? And how is this related to price flexibility or rigidity?
• What is the socially optimal level of slack?
• How should monetary policy respond to fluctuations in slack over the business cycle?
• How should fiscal policy respond to fluctuations in slack over the business cycle?
• What happens to slack at the zero lower bound?",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2840,Empirical Analysis of Economic Growth,"Examines economic growth, focusing on the effects of technological change, fertility, income inequality, and government policy.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2890D,"Topics in Macroeconomics, Development and Trade","This is a graduate class that covers selected topics at the intersection of macroeconomics, economic development and trade, for students in the second year of the PhD and above. The leading theme of the class is the determinants of the observed cross-country differences in income per capita and growth rates, with a focus on the long run. We start by reviewing theories where factor markets function perfectly and only aggregates matter. We then move to non-aggregative theories, placing special emphasis on theories of financial frictions. We spend some time studying the stochastic growth model with partially uninsurable idiosyncratic risk.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2930,Workshop in Applied Economics,No description available.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2950,Workshop in Econometrics,No description available.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2960,Workshop in Macroeconomics and Related Topics,No description available.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2970,Workshop in Economic Theory,No description available.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECON 2990,Thesis Preparation,For graduate students who have met the residency requirement and are continuing research on a full time basis.,[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EDUC 2360,Policy Analysis and Program Evaluation for Education,"Informed education policymaking requires reliable information about the causal effects of government programs and other factors shaping educational outcomes. This course offers an overview of education policy analysis with an emphasis on econometric strategies for measuring program impacts. It aims to make students critical consumers of policy evaluations and to equip them with tools to conduct their own research. Topics covered include the politcial context for policy research, social experiments, alternative strategies for making causal inferences, and cost-benefit analysis. Prerequisites: EDUC 1110, POLS 1600, SOC 1100, or written permission of the instructor.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
